 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    3.000000e+02    1.000000e+00
    3.230000e+04    1.000000e+00
    2.000000e+01    0.000000e+00
  31640         1      -12513.1         -2164.12   0.000349787       0.781525                 0        14.0067 
  31660         1      -12556.5         -2167.84    0.00034993       0.781845                 0        14.0067 
  31680         1      -12599.8         -2171.56   0.000350073       0.782164                 0        14.0067 
  31700         1      -12643.3         -2175.28   0.000350216       0.782484                 0        14.0067 
  31720         1      -12686.9         -2179.01   0.000350359       0.782804                 0        14.0067 
  31740         1      -12730.5         -2182.73   0.000350502       0.783123                 0        14.0067 
  31760         1      -12774.2         -2186.45   0.000350645       0.783443                 0        14.0067 
  31780         1      -12817.9         -2190.17   0.000350788       0.783762                 0        14.0067 
  31800         1      -12861.8         -2193.89   0.000350931       0.784082                 0        14.0067 
  31820         1      -12905.7         -2197.61   0.000351074       0.784401                 0        14.0067 
  31840         1      -12949.7         -2201.34   0.000351217        0.78472                 0        14.0067 
  31860         1      -12993.7         -2205.06    0.00035136        0.78504                 0        14.0067 
  31880         1      -13037.9         -2208.78   0.000351503       0.785359                 0        14.0067 
  31900         1      -13082.1          -2212.5   0.000351645       0.785678                 0        14.0067 
  31920         1      -13126.4         -2216.22   0.000351788       0.785997                 0        14.0067 
  31940         1      -13170.7         -2219.94   0.000351931       0.786316                 0        14.0067 
  31960         1      -13215.2         -2223.67   0.000352074       0.786634                 0        14.0067 
  31980         1      -13259.7         -2227.39   0.000352216       0.786953                 0        14.0067 
  32000         1      -13304.3         -2231.11   0.000352359       0.787272                 0        14.0067 
  32020         1      -13348.9         -2234.83   0.000352501        0.78759                 0        14.0067 
  32040         1      -13393.7         -2238.55   0.000352644       0.787909                 0        14.0067 
  32060         1      -13438.5         -2242.27   0.000352787       0.788227                 0        14.0067 
  32080         1      -13483.4         -2245.99   0.000352929       0.788546                 0        14.0067 
  32100         1      -13528.3         -2249.72   0.000353072       0.788864                 0        14.0067 
  32120         1      -13573.3         -2253.44   0.000353214       0.789182                 0        14.0067 
  32140         1      -13618.5         -2257.16   0.000353356       0.789501                 0        14.0067 
  32160         1      -13663.6         -2260.88   0.000353499       0.789819                 0        14.0067 
  32180         1      -13708.9          -2264.6   0.000353641       0.790137                 0        14.0067 
  32200         1      -13754.2         -2268.32   0.000353784       0.790455                 0        14.0067 
  32220         1      -13799.6         -2272.05   0.000353926       0.790773                 0        14.0067 
  32240         1      -13845.1         -2275.77   0.000354068       0.791091                 0        14.0067 
  32260         1      -13890.7         -2279.49    0.00035421       0.791408                 0        14.0067 
  32280         1      -13936.3         -2283.21   0.000354353       0.791726                 0        14.0067 
